datetime,open,high,low,close,volume
2025-12-04 05:00:00+00:00,93387.0,93400.0,92788.5,92991.5,284.08118044
2025-12-04 06:00:00+00:00,92981.0,93382.5,92857.0,93149.5,265.24585253
2025-12-04 07:00:00+00:00,93158.5,93470.0,92920.5,93464.5,470.0507516
2025-12-04 08:00:00+00:00,93464.5,93648.5,93086.5,93260.5,414.58116633
2025-12-04 09:00:00+00:00,93260.5,93631.0,93258.0,93488.5,497.62405285
2025-12-04 10:00:00+00:00,93488.5,93611.0,93200.0,93285.0,105.39813624
2025-12-04 11:00:00+00:00,93285.0,93335.0,92752.0,92970.0,171.27880993
2025-12-04 12:00:00+00:00,92970.5,93209.5,92800.0,93013.5,181.24394669
2025-12-04 13:00:00+00:00,93022.0,93081.5,92459.0,92560.5,426.78554702
2025-12-04 14:00:00+00:00,92551.0,92850.0,91818.5,91921.5,394.98066832
2025-12-04 15:00:00+00:00,91912.5,93298.0,91902.5,93026.5,663.50273417
2025-12-04 16:00:00+00:00,93000.5,93215.0,92276.0,92450.0,413.97760682
2025-12-04 17:00:00+00:00,92450.0,92573.5,91800.0,92459.0,502.16308131
2025-12-04 18:00:00+00:00,92459.5,92577.5,91986.5,92164.5,229.9524429
2025-12-04 19:00:00+00:00,92165.0,92218.5,90940.5,92010.0,1117.35403172
2025-12-04 20:00:00+00:00,92010.0,92568.0,91733.0,92515.5,764.14485752
2025-12-04 21:00:00+00:00,92503.0,92737.0,92130.5,92178.5,147.71890957
2025-12-04 22:00:00+00:00,92194.5,92526.0,92177.5,92388.5,123.86303971
2025-12-04 23:00:00+00:00,92365.0,92480.0,92104.0,92116.5,182.5752551
2025-12-05 00:00:00+00:00,92116.0,92523.0,92103.0,92345.0,231.44023168
2025-12-05 01:00:00+00:00,92345.0,92638.0,92280.0,92398.0,209.38504793
2025-12-05 02:00:00+00:00,92398.0,92732.0,92301.5,92556.5,139.69280211
2025-12-05 03:00:00+00:00,92563.0,92699.5,92019.5,92214.5,327.01319157
2025-12-05 04:00:00+00:00,92207.5,92435.5,91838.0,92076.0,214.57697753
2025-12-05 05:00:00+00:00,92076.0,92243.0,91887.5,91975.5,124.90198031
2025-12-05 06:00:00+00:00,91976.0,92332.0,91950.0,92331.5,700.84416359
2025-12-05 07:00:00+00:00,92331.5,92524.0,92200.0,92220.0,1297.96847406
2025-12-05 08:00:00+00:00,92219.5,92220.0,91942.0,92157.5,475.18603729
2025-12-05 09:00:00+00:00,92157.0,92157.0,91009.5,91167.5,494.37781661
2025-12-05 10:00:00+00:00,91151.5,91520.0,91112.5,91293.0,157.85794628
2025-12-05 11:00:00+00:00,91305.5,91590.0,91150.0,91367.5,148.81335665
2025-12-05 12:00:00+00:00,91363.5,91448.0,91100.0,91267.5,170.11091001
2025-12-05 13:00:00+00:00,91260.0,91368.5,90266.0,90492.0,810.63131959
2025-12-05 14:00:00+00:00,90492.0,90749.5,89928.5,90312.0,574.29739827
2025-12-05 15:00:00+00:00,90320.0,91500.5,90250.5,90481.0,1115.48230635
2025-12-05 16:00:00+00:00,90481.0,90521.5,88056.0,88834.5,2264.47977659
2025-12-05 17:00:00+00:00,88810.5,89542.5,88621.5,89338.0,618.6115087
2025-12-05 18:00:00+00:00,89339.0,89803.0,88923.0,88954.5,566.54117718
2025-12-05 19:00:00+00:00,88955.0,89812.0,88848.0,89641.0,295.68960099
2025-12-05 20:00:00+00:00,89640.5,89748.0,89205.5,89321.5,253.03001227
2025-12-05 21:00:00+00:00,89327.0,89500.0,89100.0,89183.0,109.86139616
2025-12-05 22:00:00+00:00,89185.0,89361.0,88920.0,89237.5,107.22345156
2025-12-05 23:00:00+00:00,89238.0,89353.5,88954.0,89331.0,205.19217915
2025-12-06 00:00:00+00:00,89326.0,89448.0,89041.5,89418.5,150.56460459
2025-12-06 01:00:00+00:00,89418.5,89480.0,89207.5,89325.0,105.15605748
2025-12-06 02:00:00+00:00,89334.5,89412.5,89182.5,89398.5,41.92700071
2025-12-06 03:00:00+00:00,89398.5,89793.0,89398.0,89664.0,157.71060272
2025-12-06 04:00:00+00:00,89664.5,89702.5,89515.0,89679.5,89.81181138
2025-12-06 05:00:00+00:00,89662.5,89720.0,89527.5,89597.0,62.08372664
2025-12-06 06:00:00+00:00,89597.0,89755.0,89522.5,89674.5,23.87364052
2025-12-06 07:00:00+00:00,89674.5,89728.0,89459.0,89599.5,401.85417592
2025-12-06 08:00:00+00:00,89599.0,89650.5,89230.0,89303.5,100.05587744
2025-12-06 09:00:00+00:00,89303.5,89692.0,89275.5,89591.0,107.43357763
2025-12-06 10:00:00+00:00,89591.0,89699.0,89472.5,89529.0,24.08427265
2025-12-06 11:00:00+00:00,89529.0,89742.5,89485.5,89627.5,60.26973462
2025-12-06 12:00:00+00:00,89627.5,89647.0,89573.0,89584.5,51.25835446
2025-12-06 13:00:00+00:00,89584.5,89788.0,89584.5,89679.5,86.90875063
2025-12-06 14:00:00+00:00,89679.0,90300.0,89679.0,90004.5,262.53373292
2025-12-06 15:00:00+00:00,90004.5,90025.0,89496.5,89750.0,125.5053131
2025-12-06 16:00:00+00:00,89761.5,89988.0,89700.0,89730.5,72.87539406
2025-12-06 17:00:00+00:00,89730.0,89853.5,89643.0,89742.5,43.79100729
2025-12-06 18:00:00+00:00,89742.5,89814.5,89568.0,89667.5,28.35710047
2025-12-06 19:00:00+00:00,89667.5,89770.0,89256.0,89439.0,205.49220603
2025-12-06 20:00:00+00:00,89430.5,89586.0,89348.0,89564.0,47.40556367
2025-12-06 21:00:00+00:00,89564.0,89632.0,89414.0,89450.0,48.23000966
2025-12-06 22:00:00+00:00,89450.5,89547.5,89293.5,89302.5,82.23715462
2025-12-06 23:00:00+00:00,89312.5,89356.5,88920.0,89261.5,300.18775201
2025-12-07 00:00:00+00:00,89273.0,89582.0,89218.0,89425.0,120.93454681
2025-12-07 01:00:00+00:00,89411.0,89599.5,89312.5,89312.5,56.77527191
2025-12-07 02:00:00+00:00,89313.0,89700.0,89313.0,89649.5,81.10848085
2025-12-07 03:00:00+00:00,89649.0,89742.5,89570.0,89730.0,90.79839152
2025-12-07 04:00:00+00:00,89736.0,89785.5,89500.5,89542.5,102.31429096
2025-12-07 05:00:00+00:00,89544.5,89567.0,89435.0,89531.5,51.26545538
2025-12-07 06:00:00+00:00,89531.5,89715.0,89507.5,89715.0,36.03430325
2025-12-07 07:00:00+00:00,89715.5,89742.0,89244.0,89400.5,813.85059997
2025-12-07 08:00:00+00:00,89400.5,89555.5,89208.0,89326.5,117.06668812
2025-12-07 09:00:00+00:00,89326.5,89420.0,89070.0,89136.5,187.09360874
2025-12-07 10:00:00+00:00,89136.0,89443.0,89127.5,89272.5,216.04704044
2025-12-07 11:00:00+00:00,89273.0,89313.0,89182.5,89183.5,78.97022278
2025-12-07 12:00:00+00:00,89183.5,89670.0,89154.0,89500.0,57.10028364
2025-12-07 13:00:00+00:00,89499.5,89555.0,88642.0,89050.5,205.0322124
2025-12-07 14:00:00+00:00,89059.0,89123.0,87649.5,88255.0,903.27195418
2025-12-07 15:00:00+00:00,88238.5,89785.0,88195.5,89602.5,449.68094099
2025-12-07 16:00:00+00:00,89599.5,89934.5,89158.0,89934.5,261.35066269
2025-12-07 17:00:00+00:00,89934.5,91346.0,89644.5,91000.0,1039.92839589
2025-12-07 18:00:00+00:00,91000.5,91829.5,91000.5,91414.0,531.12072694
2025-12-07 19:00:00+00:00,91404.0,91588.0,91242.5,91452.0,131.82059865
2025-12-07 20:00:00+00:00,91471.0,91572.0,91365.0,91483.0,202.34433303
2025-12-07 21:00:00+00:00,91482.5,91482.5,89883.0,90250.0,260.82611689
2025-12-07 22:00:00+00:00,90250.0,90287.5,89000.5,89613.5,479.52203641
2025-12-07 23:00:00+00:00,89615.0,90480.0,89536.0,90402.0,295.08074055
2025-12-08 00:00:00+00:00,90402.0,90622.0,89809.5,90356.5,305.93866843
2025-12-08 01:00:00+00:00,90370.5,91732.5,90325.0,90914.5,434.49063342
2025-12-08 02:00:00+00:00,90930.0,91478.5,90843.0,91410.0,202.00200214
2025-12-08 03:00:00+00:00,91409.5,91462.5,91025.5,91118.0,94.60659347
2025-12-08 04:00:00+00:00,91118.5,91520.0,91060.0,91320.0,148.26655116
2025-12-08 05:00:00+00:00,91319.5,91484.0,91073.5,91374.0,216.10275425
2025-12-08 06:00:00+00:00,91374.0,91681.5,91300.0,91485.5,129.08762519
2025-12-08 07:00:00+00:00,91485.5,91947.5,91400.0,91571.5,563.70565709
2025-12-08 08:00:00+00:00,91572.0,91944.0,91510.0,91864.5,187.31509343
2025-12-08 09:00:00+00:00,91853.0,92300.0,91815.5,91950.5,380.42676655
2025-12-08 10:00:00+00:00,91938.0,92237.0,91825.0,92167.5,118.66333502
2025-12-08 11:00:00+00:00,92168.0,92206.0,91878.0,91994.5,128.09984582
2025-12-08 12:00:00+00:00,91995.0,92022.5,91688.0,91804.5,69.57907431
2025-12-08 13:00:00+00:00,91804.5,92127.0,91336.5,91480.5,196.45735358
2025-12-08 14:00:00+00:00,91480.5,91793.5,90800.0,90879.0,374.076926
2025-12-08 15:00:00+00:00,90865.0,91009.0,89625.5,89975.0,673.88438002
2025-12-08 16:00:00+00:00,89975.0,90497.5,89695.5,89963.0,411.6953225
2025-12-08 17:00:00+00:00,89977.0,90350.0,89682.0,90246.5,335.60607512
2025-12-08 18:00:00+00:00,90264.0,90585.5,89715.5,89908.0,194.63649015
2025-12-08 19:00:00+00:00,89907.0,90367.5,89870.5,90115.5,255.40093821
2025-12-08 20:00:00+00:00,90116.0,90930.0,90116.0,90807.0,243.52339516
2025-12-08 21:00:00+00:00,90808.0,91395.0,90665.0,91346.0,216.24053495
2025-12-08 22:00:00+00:00,91333.5,91398.0,90727.0,90845.0,79.62402021
2025-12-08 23:00:00+00:00,90823.5,91024.5,90513.0,90643.0,108.419503
2025-12-09 00:00:00+00:00,90660.0,90856.0,90375.0,90400.0,96.13458084
2025-12-09 01:00:00+00:00,90409.5,90583.0,89973.5,90053.0,298.20264482
2025-12-09 02:00:00+00:00,90053.0,90397.5,89987.5,90110.0,278.81780491
2025-12-09 03:00:00+00:00,90110.5,90476.0,89841.5,90418.5,205.71770355
2025-12-09 04:00:00+00:00,90428.0,90520.0,89743.0,89941.5,218.47006057
2025-12-09 05:00:00+00:00,89941.5,90230.0,89544.0,89899.0,278.24035112
2025-12-09 06:00:00+00:00,89899.0,90262.0,89782.0,90178.5,190.71504527
2025-12-09 07:00:00+00:00,90178.5,90570.0,90113.0,90518.5,392.94694549
2025-12-09 08:00:00+00:00,90518.5,90629.5,90394.0,90525.5,244.01064055
2025-12-09 09:00:00+00:00,90515.5,90529.5,90164.5,90164.5,95.12330526
2025-12-09 10:00:00+00:00,90165.0,90355.5,89940.5,90297.5,145.77346893
2025-12-09 11:00:00+00:00,90297.5,90399.5,90151.5,90398.0,127.7255381
2025-12-09 12:00:00+00:00,90397.5,90822.5,90336.0,90600.5,158.20760287
2025-12-09 13:00:00+00:00,90600.5,90856.0,90196.5,90429.0,150.63799504
2025-12-09 14:00:00+00:00,90429.0,90646.5,90024.5,90390.5,421.40013172
2025-12-09 15:00:00+00:00,90392.5,92899.5,90305.0,92724.5,1412.00475106
2025-12-09 16:00:00+00:00,92738.0,94503.0,92723.5,94200.0,2219.66148424
2025-12-09 17:00:00+00:00,94200.5,94635.5,93590.0,93916.5,743.10463352
2025-12-09 18:00:00+00:00,93939.0,94196.5,93677.5,93952.5,146.34622615
2025-12-09 19:00:00+00:00,93953.0,94237.0,93690.0,93818.5,185.72282144
2025-12-09 20:00:00+00:00,93818.5,93881.5,92802.5,93127.5,464.76636925
2025-12-09 21:00:00+00:00,93134.5,93264.0,92260.5,92677.0,449.43487053
2025-12-09 22:00:00+00:00,92653.0,93062.0,92521.0,92880.5,192.17821179
2025-12-09 23:00:00+00:00,92880.0,92999.0,92559.5,92697.5,160.95526023
2025-12-10 00:00:00+00:00,92695.0,92783.0,92080.5,92160.5,306.2878125
2025-12-10 01:00:00+00:00,92161.0,92411.5,91974.5,92354.5,123.56729395
2025-12-10 02:00:00+00:00,92350.5,92588.5,92065.0,92530.5,154.31274236
2025-12-10 03:00:00+00:00,92539.0,92599.5,92387.0,92438.5,51.7625049
2025-12-10 04:00:00+00:00,92425.0,92687.0,92407.0,92581.0,101.90532384
2025-12-10 05:00:00+00:00,92579.5,92761.5,92550.0,92572.5,281.3344836
2025-12-10 06:00:00+00:00,92572.5,92781.5,92412.5,92729.0,191.8868394
2025-12-10 07:00:00+00:00,92728.5,92795.0,92526.5,92795.0,507.65357981
2025-12-10 08:00:00+00:00,92799.5,92799.5,92587.5,92635.0,187.57338177
2025-12-10 09:00:00+00:00,92635.5,92970.0,92464.0,92952.5,181.65594354
2025-12-10 10:00:00+00:00,92952.0,93296.0,92170.5,92307.5,362.72774133
2025-12-10 11:00:00+00:00,92307.5,92454.0,91814.0,92164.5,360.87100704
2025-12-10 12:00:00+00:00,92164.0,92256.0,91855.0,92039.5,164.21925292
2025-12-10 13:00:00+00:00,92032.0,92249.5,91989.5,92130.5,148.29635747
2025-12-10 14:00:00+00:00,92130.0,92138.0,91610.0,91862.0,384.76267429
2025-12-10 15:00:00+00:00,91863.5,92162.0,91580.0,92100.0,238.72807459
2025-12-10 16:00:00+00:00,92094.5,92610.0,91914.5,92177.5,281.55340389
2025-12-10 17:00:00+00:00,92178.0,92535.5,92122.5,92396.5,360.3522249
2025-12-10 18:00:00+00:00,92402.0,93075.5,92013.0,92526.0,414.88607846
2025-12-10 19:00:00+00:00,92526.5,93405.0,91740.5,92987.0,1526.57366903
2025-12-10 20:00:00+00:00,92987.0,94564.5,92079.0,92465.0,1666.93106001
2025-12-10 21:00:00+00:00,92475.0,92798.0,91889.5,92363.0,685.94818576
2025-12-10 22:00:00+00:00,92361.0,92740.5,91992.0,92550.0,431.44252011
2025-12-10 23:00:00+00:00,92536.5,92612.0,91955.5,92040.5,193.93356233
2025-12-11 00:00:00+00:00,92040.0,92087.5,91053.0,91394.0,448.95725736
2025-12-11 01:00:00+00:00,91394.0,91431.0,90675.0,90686.5,485.50051656
2025-12-11 02:00:00+00:00,90686.5,90686.5,89888.0,90067.5,577.45565896
2025-12-11 03:00:00+00:00,90084.5,90084.5,89423.5,89894.0,463.12031319
2025-12-11 04:00:00+00:00,89893.5,90510.5,89722.0,90472.5,331.66787476
2025-12-11 05:00:00+00:00,90472.0,90472.0,90140.0,90327.5,346.62459823
2025-12-11 06:00:00+00:00,90327.0,90467.5,89992.0,90322.5,255.64120206
2025-12-11 07:00:00+00:00,90295.5,90343.5,90091.0,90290.0,244.06807864
2025-12-11 08:00:00+00:00,90289.5,90289.5,90000.0,90206.0,183.64329424
2025-12-11 09:00:00+00:00,90204.0,90555.0,90172.5,90265.0,295.49931421
2025-12-11 10:00:00+00:00,90269.0,90379.5,90207.0,90359.5,81.7005834
2025-12-11 11:00:00+00:00,90359.0,90461.0,90252.5,90284.0,107.48576345
2025-12-11 12:00:00+00:00,90284.0,90400.0,90018.5,90066.5,177.68883457
2025-12-11 13:00:00+00:00,90067.0,90198.0,89911.0,90115.0,197.5703535
2025-12-11 14:00:00+00:00,90123.5,90509.0,89277.5,89590.0,539.280341
2025-12-11 15:00:00+00:00,89573.0,90678.0,89440.5,89910.0,597.74491656
2025-12-11 16:00:00+00:00,89909.5,90200.0,89366.5,89739.5,542.78968986
2025-12-11 17:00:00+00:00,89750.0,90269.0,89655.0,89980.0,309.64387724
2025-12-11 18:00:00+00:00,89980.0,91230.0,89899.0,90706.0,601.07801589
2025-12-11 19:00:00+00:00,90706.0,91585.5,90607.5,90862.0,533.44466944
2025-12-11 20:00:00+00:00,90862.0,91879.0,90831.0,91842.5,629.76087169
2025-12-11 21:00:00+00:00,91842.5,93612.0,91755.5,92933.5,1408.67703693
2025-12-11 22:00:00+00:00,92933.5,93249.5,92142.5,92411.0,656.37242412
2025-12-11 23:00:00+00:00,92409.5,92859.5,92401.0,92570.5,534.06310862
2025-12-12 00:00:00+00:00,92570.5,92706.5,91500.0,91609.5,458.94579991
2025-12-12 01:00:00+00:00,91609.0,92327.5,91555.0,92200.0,439.28630053
2025-12-12 02:00:00+00:00,92199.5,92790.0,91977.5,92618.5,599.59190917
2025-12-12 03:00:00+00:00,92618.5,92787.5,92200.0,92314.5,386.31879909
2025-12-12 04:00:00+00:00,92314.5,92486.0,92130.5,92422.5,146.06853184
2025-12-12 05:00:00+00:00,92422.0,92534.5,92009.0,92488.0,301.92036752
2025-12-12 06:00:00+00:00,92487.5,92766.5,92436.0,92543.5,1234.46754086
2025-12-12 07:00:00+00:00,92534.0,92600.0,92290.5,92466.5,657.90093946
2025-12-12 08:00:00+00:00,92466.5,92523.5,92107.5,92374.5,301.60919453
2025-12-12 09:00:00+00:00,92374.5,92585.5,92125.5,92560.5,181.03257668
2025-12-12 10:00:00+00:00,92560.0,92675.0,92422.5,92523.5,343.38268611
2025-12-12 11:00:00+00:00,92523.5,92523.5,92320.0,92446.0,97.9258676
2025-12-12 12:00:00+00:00,92446.0,92455.5,92114.5,92455.5,141.27838026
2025-12-12 13:00:00+00:00,92455.0,92538.5,92292.0,92330.5,238.65720199
2025-12-12 14:00:00+00:00,92335.0,92698.5,91946.0,92495.0,419.79348218
2025-12-12 15:00:00+00:00,92486.5,92486.5,89800.0,89933.5,1424.04122066
2025-12-12 16:00:00+00:00,89933.5,90449.5,89486.0,90050.0,966.83653922
2025-12-12 17:00:00+00:00,90047.5,90638.0,89846.5,90096.5,247.49839333
2025-12-12 18:00:00+00:00,90097.5,90689.0,90060.5,90391.0,359.78834084
2025-12-12 19:00:00+00:00,90391.5,90418.0,90037.0,90215.0,173.31070338
2025-12-12 20:00:00+00:00,90208.5,90368.0,89914.0,90231.0,430.03808453
2025-12-12 21:00:00+00:00,90224.0,90369.5,90140.0,90205.0,139.89440275
2025-12-12 22:00:00+00:00,90205.0,90419.0,90205.0,90340.0,46.52402065
2025-12-12 23:00:00+00:00,90354.5,90405.5,90261.5,90273.5,56.53213208
2025-12-13 00:00:00+00:00,90273.0,90456.5,90234.0,90335.5,152.68939768
2025-12-13 01:00:00+00:00,90330.0,90365.0,90140.0,90248.0,60.06531392
2025-12-13 02:00:00+00:00,90248.0,90337.5,90236.0,90242.0,34.62694974
2025-12-13 03:00:00+00:00,90242.5,90470.0,90228.0,90340.0,37.48286881
2025-12-13 04:00:00+00:00,90340.0,90415.0,90290.0,90380.5,22.69931207
2025-12-13 05:00:00+00:00,90384.5,90387.5,90281.0,90340.0,14.69275579
2025-12-13 06:00:00+00:00,90339.5,90382.5,90292.5,90379.5,31.68904555
2025-12-13 07:00:00+00:00,90379.5,90399.5,90315.0,90315.5,302.67265826
2025-12-13 08:00:00+00:00,90316.5,90585.5,90316.5,90450.5,126.35623704
2025-12-13 09:00:00+00:00,90451.0,90530.5,90396.5,90411.5,84.32641225
2025-12-13 10:00:00+00:00,90422.5,90636.5,90406.5,90591.0,52.23168904
2025-12-13 11:00:00+00:00,90591.0,90620.5,90316.0,90357.5,45.58723251
2025-12-13 12:00:00+00:00,90358.0,90504.5,90316.5,90370.0,48.62288168
2025-12-13 13:00:00+00:00,90370.0,90472.5,90224.5,90289.5,53.03486278
2025-12-13 14:00:00+00:00,90283.0,90350.0,89980.5,90115.0,107.19362458
2025-12-13 15:00:00+00:00,90115.0,90323.0,90082.5,90132.5,33.97696577
2025-12-13 16:00:00+00:00,90133.0,90287.5,90045.5,90120.0,46.34059927
2025-12-13 17:00:00+00:00,90120.0,90125.0,90020.0,90081.0,35.68483099
2025-12-13 18:00:00+00:00,90077.0,90200.0,90077.0,90141.5,24.61258428
2025-12-13 19:00:00+00:00,90141.5,90240.0,90141.5,90218.0,33.40562569
2025-12-13 20:00:00+00:00,90218.0,90240.0,90092.5,90133.5,40.08416015
2025-12-13 21:00:00+00:00,90137.5,90200.0,89792.5,90195.5,194.18706575
2025-12-13 22:00:00+00:00,90195.0,90275.0,90033.0,90175.0,65.34207735
2025-12-13 23:00:00+00:00,90158.0,90303.5,90106.5,90266.5,34.39898322
2025-12-14 00:00:00+00:00,90264.5,90498.0,90175.0,90377.0,217.53918032
2025-12-14 01:00:00+00:00,90375.5,90466.5,90237.5,90320.0,35.28664565
2025-12-14 02:00:00+00:00,90320.0,90408.0,90272.5,90309.5,33.93803619
2025-12-14 03:00:00+00:00,90311.0,90327.0,90275.0,90286.5,9.84016706
2025-12-14 04:00:00+00:00,90286.5,90340.0,90139.5,90223.5,38.35993638
2025-12-14 05:00:00+00:00,90223.0,90244.0,90080.5,90210.5,49.1400322
2025-12-14 06:00:00+00:00,90210.5,90282.0,90137.5,90180.5,169.60501211
2025-12-14 07:00:00+00:00,90180.0,90306.5,90120.5,90306.0,345.09320563
2025-12-14 08:00:00+00:00,90306.5,90327.0,90133.0,90158.0,102.20949729
2025-12-14 09:00:00+00:00,90158.0,90187.5,90032.0,90069.5,104.56138702
2025-12-14 10:00:00+00:00,90069.5,90162.0,89816.0,89880.5,145.28562522
2025-12-14 11:00:00+00:00,89880.0,89885.0,88642.5,89387.0,848.20098194
2025-12-14 12:00:00+00:00,89387.0,89680.5,89120.0,89436.5,288.36306558
2025-12-14 13:00:00+00:00,89436.5,89492.5,89090.0,89492.5,116.63487243
2025-12-14 14:00:00+00:00,89503.0,89558.5,88900.5,89114.5,187.43764746
2025-12-14 15:00:00+00:00,89114.5,89202.5,88883.5,89020.0,91.96330136
2025-12-14 16:00:00+00:00,89020.0,89396.0,88485.0,88816.5,158.90857077
2025-12-14 17:00:00+00:00,88816.5,89022.0,88595.5,88819.0,145.40128834
2025-12-14 18:00:00+00:00,88819.0,89087.5,88740.0,89016.5,90.47411909
2025-12-14 19:00:00+00:00,89016.5,89016.5,88507.0,88662.5,135.86768616
2025-12-14 20:00:00+00:00,88660.0,88839.5,88333.0,88569.0,152.03269847
2025-12-14 21:00:00+00:00,88569.0,88742.0,88347.0,88477.0,92.7117314
2025-12-14 22:00:00+00:00,88477.0,88629.5,88038.0,88438.0,272.64510534
2025-12-14 23:00:00+00:00,88438.0,88616.0,87566.5,88150.5,518.13749846
2025-12-15 00:00:00+00:00,88172.5,88705.0,88097.0,88500.5,284.30598548
2025-12-15 01:00:00+00:00,88500.5,89377.5,88466.0,89301.5,426.64087028
2025-12-15 02:00:00+00:00,89301.5,90074.0,89268.5,89336.0,573.13366505
2025-12-15 03:00:00+00:00,89336.0,89555.5,89260.0,89298.5,119.04813484
2025-12-15 04:00:00+00:00,89304.0,89815.5,89304.0,89695.5,145.77113212
2025-12-15 05:00:00+00:00,89697.5,89778.0,89525.0,89635.0,82.01151743
2025-12-15 06:00:00+00:00,89635.0,89951.0,89500.0,89777.5,97.16798835
2025-12-15 07:00:00+00:00,89778.0,89850.5,89550.0,89775.0,142.86388509
2025-12-15 08:00:00+00:00,89775.0,89919.5,89685.0,89789.5,78.67414073
2025-12-15 09:00:00+00:00,89789.5,89999.5,89780.0,89883.5,169.89191296
2025-12-15 10:00:00+00:00,89885.5,90000.0,89735.5,89885.0,282.85848173
2025-12-15 11:00:00+00:00,89885.0,89930.0,89621.5,89695.0,183.39194396
2025-12-15 12:00:00+00:00,89685.5,89786.0,89470.0,89727.5,179.09915084
2025-12-15 13:00:00+00:00,89727.5,89769.0,89318.0,89464.5,119.58694971
2025-12-15 14:00:00+00:00,89464.5,89919.0,87852.0,88075.0,1108.79826735
